DEPT,COURSE,CREDITS,COURSE TITLE,COMPONENT,TIME-START,DAYS,ROOM,INSTRUCTOR,MAX-ENRLNT
GEOG,4093,4,Remote Sensing-Environ,LEC,9:30 AM,TTH,HLMS 247,"Schaefer,Kevin M",15
GEOG,4103,4,Intro Geog Info Science,LEC,12:30 PM,TTH,GUGG 205,"Leyk,Stefan",25
GEOG,4103,4,Intro Geog Info Science,LAB,9:00 AM,F,GUGG 6,"Leyk,Stefan",12
GEOG,4103,4,Intro Geog Info Science,LEC,12:30 PM,TTH,GUGG 205,"Leyk,Stefan",25
GEOG,4103,4,Intro Geog Info Science,LAB,9:00 AM,F,GUGG 6,"Leyk,Stefan",12
GEOG,4120,3,Spec Tpcs in Geography,LEC,11:00 AM,TTH,GUGG 201E,"Balch,Jennifer Kakarek",20
GEOG,4173,3,Research Seminar,SEM,2:00 PM,M,GUGG 201E,"Riosmena,Fernando",20
GEOG,4201,3,Biometeorology,LEC,9:30 AM,TTH,GUGG 205,"Blanken,Peter David",25
GEOG,4203,4,GIS: Modeling Application,LEC,3:00 PM,M,HLMS 241,"Buttenfield,Barbara",25
GEOG,4203,4,GIS: Modeling Application,LAB,3:30 PM,T,GUGG 6,"Buttenfield,Barbara",12
GEOG,4203,4,GIS: Modeling Application,LAB,12:00 PM,F,GUGG 6,"Buttenfield,Barbara",13
GEOG,4241,4,Prin of Geomorphology,LEC,2:00 PM,MWF,GUGG 2,"Anderson,Suzanne Pre",18
GEOG,4271,3,The Arctic Climate System,LEC,12:30 PM,TTH,GUGG 201E,"Serreze,Mark C",15
GEOG,4742,3,Topic in Environment & Society,LEC,3:30 PM,TTH,HLMS 141,"Fertaly,Kaitlin",50
GEOG,5103,4,Intro Geog Info Science,LAB,9:00 AM,F,GUGG 6,"Leyk,Stefan",8
GEOG,5103,4,Intro Geog Info Science,LAB,3:30 PM,TH,GUGG 6,"Leyk,Stefan",7
GEOG,5152,3,History & Theory of Geography,SEM,3:00 PM,F,GUGG 205,"Fluri,Jennifer L",20
GEOG,5152,3,History & Theory of Geography,SEM,5:00 PM,W,GUGG 205,"Fluri,Jennifer L",20
GEOG,5203,4,GIS: Modeling Application,LEC,3:00 PM,M,HLMS 241,"Buttenfield,Barbara",15
GEOG,5203,4,GIS: Modeling Application,LAB,3:30 PM,T,GUGG 6,"Buttenfield,Barbara",8
GEOG,5203,4,GIS: Modeling Application,LAB,12:00 PM,F,GUGG 6,"Buttenfield,Barbara",7
GEOG,5241,3,Topics/Physical Geog,SEM,2:00 PM,W,GUGG 201E,"Veblen,Thomas T",20
GEOG,5241,3,Topics/Physical Geog,SEM,9:30 AM,TTH,GUGG 201E,"Anderson,Suzanne Pre",20
GEOG,5241,3,Topics/Physical Geog,SEM,5:00 PM,W,GUGG 201E,"Williams,Mark W",20
GEOG,5271,3,The Arctic Climate System,LEC,12:30 PM,TTH,GUGG 201E,"Serreze,Mark C",5
GEOG,5662,3,Topics Economic Geography,SEM,10:00 AM,M,GUGG 201E,"Bryan,Joseph Henry",20
GEOG,6742,3,Sem-Cultural Geography,SEM,5:00 PM,T,GUGG 201E,"Oakes,Timothy S",20
GEOG 1992,,3,Human Geographies,LEC,12:30 PM - 1:20 PM,TTH,MCOL W100,"Holmes,Jonah M",161
GEOG 1992,,3,Human Geographies,LEC,12:30 PM - 1:20 PM,TTH,MCOL W100,"Holmes,Jonah M",161
GEOG 3822,,3,Geography of China,LEC,2:00 PM - 3:15 PM,TTH,HLMS 201,"Oakes,Timothy S",90
GEOG 3822,,3,Geography of China,LEC,2:00 PM - 3:15 PM,TTH,HLMS 201,"Oakes,Timothy S",90
GEOG 4103,,4,Intro Geog Info Science,LAB,3:30 PM - 6:20 PM,TH,GUGG 6,"Leyk,Stefan",13
GEOG 4103,,4,Intro Geog Info Science,LAB,3:30 PM - 6:20 PM,TH,GUGG 6,"Leyk,Stefan",13
GEOG 5093,,4,Remote Sensing-Environ,LEC,9:30 AM - 10:45 AM,TTH,HLMS 247,"Schaefer,Kevin M",3
GEOG 5100,,3,Spec Topics: Geography,LEC,11:00 AM - 12:15 PM,TTH,GUGG 201E,"Balch,Jennifer Kakarek",3
GEOG 5103,,4,Intro Geog Info Science,LEC,12:30 PM - 1:45 PM,TTH,GUGG 205,"Leyk,Stefan",15
GEOL,1010,3,Introduction to Geology,LEC,10:00 AM,MWF,BESC 180,"Stempien,Jennifer",169
GEOL,1010,3,Introduction to Geology,LEC,12:00 PM,MWF,BESC 180,"Stempien,Jennifer",169
GEOL,1010,3,Introduction to Geology,LEC,2:00 PM,MWF,BESC 180,"Mueller,Karl Jules",169
GEOL,1010,3,Introduction to Geology,LEC,11:00 AM,MWF,BESC 180,"Abbott,Lon",169
GEOL,1020,3,Intro to Earth History,LEC,9:00 AM,MWF,BESC 180,"Snell,Kathryn Elaine",169
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM,M,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,8:00 AM,W,BESC 155,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,T,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,W,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM - 1:50 PM,TH,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM,T,BESC 155,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM,T,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM,W,BESC 1B81,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM,W,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,TH,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,M,BESC 155,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,W,BESC 155,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,M,BESC 145,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,12:00 PM,TH,BESC 1B81,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,T,BESC 155,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,2:00 PM,TH,BESC 155,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM,T,BESC 1B81,"Abbott,Lon",20
GEOL,1030,1,Intro to Geology Lab 1,MLS,11:00 AM,TH,BESC 155,"Abbott,Lon",20
GEOL,1060,3,Global Chng -Earth Sci,LEC,1:00 PM,MWF,BESC 185,"Miller,Gifford Hubbs",75
GEOL,2001,4,Planet Earth,LEC,9:30 AM - 10:45 AM,TTH,BESC 1B75,"Small Tilton,Eric Evan",48
GEOL,2001,4,Planet Earth,LAB,3:00 PM,M,BESC 385,"Small Tilton,Eric Evan",24
GEOL,2001,4,Planet Earth,LAB,11:00 AM,W,BESC 385,"Small Tilton,Eric Evan",24
GEOL,2040,3,Srch for Life in the Universe,LEC,10:00 AM,MWF,DUAN G1B20,"Green,James C",105
GEOL,2100,3,Environmental Geology,LEC,2:00 PM - 3:15 PM,TTH,BESC 185,"Templeton,Alexis S",60
GEOL,2700,2,Intro to Field Geology,FLD,12:30 PM,TTH,BESC 1B75,"Abbott,Lon",20
GEOL,2700,2,Intro to Field Geology,FLD,12:30 PM,TTH,BESC 1B75,"Abbott,Lon",20
GEOL,3010,3,Introduction to Mineralogy,LEC,9:30 AM,TTH,BESC 185,"Smyth,Joseph R",66
GEOL,3010,3,Introduction to Mineralogy,LAB,2:00 PM,T,BESC 455,"Smyth,Joseph R",22
GEOL,3010,3,Introduction to Mineralogy,LAB,1:00 PM,W,BESC 455,"Smyth,Joseph R",22
GEOL,3010,3,Introduction to Mineralogy,LAB,2:00 PM,TH,BESC 455,"Smyth,Joseph R",22
GEOL,3010,3,Introduction to Mineralogy,LEC,9:30 AM,TTH,BESC 185,"Smyth,Joseph R",66
GEOL,3010,3,Introduction to Mineralogy,LAB,2:00 PM,T,BESC 455,"Smyth,Joseph R",22
GEOL,3010,3,Introduction to Mineralogy,LAB,1:00 PM,W,BESC 455,"Smyth,Joseph R",22
GEOL,3010,3,Introduction to Mineralogy,LAB,2:00 PM,TH,BESC 455,"Smyth,Joseph R",22
GEOL,3030,3,Intro to Hydrogeology,LEC,11:00 AM,TTH,BESC 185,"Ge,Shemin",74
GEOL,3030,3,Intro to Hydrogeology,LEC,11:00 AM,TTH,BESC 185,"Ge,Shemin",74
GEOL,3040,3,Glob Chg/Rct Geol Record,LEC,9:00 AM,MW,BESC 1B75,"Sepulveda Arellano,Juli",49
GEOL,3040,3,Glob Chg/Rct Geol Record,LEC,9:00 AM,MW,BESC 1B75,"Sepulveda Arellano,Juli",49
GEOL,3070,3,Intro to Oceanography,LEC,5:00 PM,TTH,DUAN G1B20,"Forrest,Betsy Carroll",100
GEOL,3070,3,Intro to Oceanography,LEC,5:00 PM,TTH,DUAN G1B20,"Forrest,Betsy Carroll",100
GEOL,3120,4,Structural Geology,LEC,11:00 AM,MWF,BESC 185,"Mahan,Kevin H",72
GEOL,3120,4,Structural Geology,LAB,1:00 PM,F,BESC 1B75,"Mahan,Kevin H",18
GEOL,3120,4,Structural Geology,LAB,1:00 PM,M,BESC 1B81,"Mahan,Kevin H",18
GEOL,3120,4,Structural Geology,LAB,1:00 PM,F,BESC 1B81,"Mahan,Kevin H",18
GEOL,3120,4,Structural Geology,LEC,11:00 AM,MWF,BESC 185,"Mahan,Kevin H",72
GEOL,3120,4,Structural Geology,LAB,1:00 PM,F,BESC 1B75,"Mahan,Kevin H",18
GEOL,3120,4,Structural Geology,LAB,1:00 PM,M,BESC 1B81,"Mahan,Kevin H",18
GEOL,3120,4,Structural Geology,LAB,1:00 PM,F,BESC 1B81,"Mahan,Kevin H",18
GEOL,3410,3,Paleobiology,LEC,12:00 PM - 12:50 PM,MW,BESC 185,"Chin,Karen",48
GEOL,3410,3,Paleobiology,LAB,2:00 PM,T,BESC 265,,24
GEOL,3410,3,Paleobiology,LAB,2:00 PM,W,BESC 265,,24
GEOL,3410,3,Paleobiology,LEC,12:00 PM - 12:50 PM,MW,BESC 185,"Chin,Karen",48
GEOL,3410,3,Paleobiology,LAB,2:00 PM,T,BESC 265,,24
GEOL,3410,3,Paleobiology,LAB,2:00 PM,W,BESC 265,,24
GEOL,3820,3,The Fluid Earth,LEC,11:00 AM,TTH,BESC 1B75,"Tucker,Gregory E",38
GEOL,3820,3,The Fluid Earth,LEC,11:00 AM,TTH,BESC 1B75,"Tucker,Gregory E",38
GEOL,4093,4,Remote Sensing-Environ,LEC,9:30 AM,TTH,HLMS 247,"Schaefer,Kevin M",4
GEOL,4093,4,Remote Sensing-Environ,LEC,9:30 AM,TTH,HLMS 247,"Schaefer,Kevin M",4
GEOL,4215,3,Geochron/Thermochron,SEM,12:30 PM,TTH,SEE DEPT,"Flowers,Rebecca M",5
GEOL,4215,3,Geochron/Thermochron,SEM,12:30 PM,TTH,SEE DEPT,"Flowers,Rebecca M",5
GEOL,4241,4,Prin of Geomorphology,LEC,2:00 PM,MWF,GUGG 2,"Anderson,Suzanne Pre",12
GEOL,4241,4,Prin of Geomorphology,LEC,2:00 PM,MWF,GUGG 2,"Anderson,Suzanne Pre",12
GEOL,4270,3,Marine Chem & Geochem,LEC,11:00 AM,TTH,BESC 355,"Marchitto,Thomas",14
GEOL,4270,3,Marine Chem & Geochem,LEC,11:00 AM,TTH,BESC 355,"Marchitto,Thomas",14
GEOL,4700,1,Special Geological Topic,FLD,2:00 PM,M,BESC 455,"Tucker,Gregory E",19
GEOL,4700,1,Special Geological Topic,FLD,2:00 PM,TH,BESC 265,"Tucker,Gregory E",20
GEOL,4700,1,Special Geological Topic,FLD,2:00 PM,M,BESC 455,"Tucker,Gregory E",19
GEOL,4700,1,Special Geological Topic,FLD,2:00 PM,TH,BESC 265,"Tucker,Gregory E",20
GEOL,4711,2,Igneous/Metamor Fld Geol,FLD,1:00 PM,M,BESC 455,"Stern,Charles R",11
GEOL,4711,2,Igneous/Metamor Fld Geol,FLD,12:00 PM,F,OFF SITE,"Stern,Charles R",11
GEOL,4711,2,Igneous/Metamor Fld Geol,FLD,2:00 PM,M,OFF SITE,"Stern,Charles R",11
GEOL,4711,2,Igneous/Metamor Fld Geol,FLD,1:00 PM,M,BESC 455,"Stern,Charles R",11
GEOL,4711,2,Igneous/Metamor Fld Geol,FLD,12:00 PM,F,OFF SITE,"Stern,Charles R",11
GEOL,4711,2,Igneous/Metamor Fld Geol,FLD,2:00 PM,M,OFF SITE,"Stern,Charles R",11
GEOL,5215,3,Geochron/Thermochron,SEM,12:30 PM,TTH,SEE DEPT,"Flowers,Rebecca M",10
GEOL,5215,3,Geochron/Thermochron,SEM,12:30 PM,TTH,SEE DEPT,"Flowers,Rebecca M",10
GEOL,5270,3,Marine Chemistry & Geochem,LEC,11:00 AM,TTH,BESC 355,"Marchitto,Thomas",10
GEOL,5270,3,Marine Chemistry & Geochem,LEC,11:00 AM,TTH,BESC 355,"Marchitto,Thomas",10
GEOL,5690,3,Western U.S. Tectonics,LEC,1:00 PM,MWF,BESC 155,"Jones,Craig H",10
GEOL,5690,3,Western U.S. Tectonics,LEC,1:00 PM,MWF,BESC 155,"Jones,Craig H",10
GEOL,5700,1,Geological Topic Seminar,SEM,4:00 PM,TH,BESC 1B81,"Sepulveda Arellano,Juli",10
GEOL,5700,3,Geological Topic Seminar,SEM,,,,"Marchitto,Thomas",10
GEOL,5700,3,Geological Topic Seminar,SEM,11:00 AM,TTH,SEE DEPT,"Anderson,Robert S",20
GEOL,5700,2,Geological Topic Seminar,SEM,,TBA,,"Hynek,Brian Michael",50
GEOL,5700,1,Geological Topic Seminar,SEM,4:00 PM,F,SEE DEPT,"Ge,Shemin",15
GEOL,5700,1,Geological Topic Seminar,SEM,4:00 PM,TH,BESC 1B81,"Sepulveda Arellano,Juli",10
GEOL,5700,3,Geological Topic Seminar,SEM,,,,"Marchitto,Thomas",10
GEOL,5700,3,Geological Topic Seminar,SEM,11:00 AM,TTH,SEE DEPT,"Anderson,Robert S",20
GEOL,5700,2,Geological Topic Seminar,SEM,,TBA,,"Hynek,Brian Michael",50
GEOL,5700,1,Geological Topic Seminar,SEM,4:00 PM,F,SEE DEPT,"Ge,Shemin",15
GEOL,5702,1,Geomorphology Seminar,SEM,2:30 PM,W,BESC 1B81,"Tucker,Gregory E",10
GEOL,5702,1,Geomorphology Seminar,SEM,2:30 PM,W,BESC 1B81,"Tucker,Gregory E",10
GEOL,5703,1,Seminar in Tectonics,SEM,9:30 AM - 10:45 AM,T,BESC 355,"Jones,Craig H",24
GEOL,5703,1,Seminar in Tectonics,SEM,9:30 AM - 10:45 AM,T,BESC 355,"Jones,Craig H",24
GEOL,5711,2,Igneous/Metamor Fld Geol,SEM,2:00 PM,M,OFF SITE,"Stern,Charles R",3
GEOL,5711,2,Igneous/Metamor Fld Geol,SEM,12:00 PM,F,OFF SITE,"Stern,Charles R",3
GEOL,5711,2,Igneous/Metamor Fld Geol,SEM,1:00 PM,M,BESC 455,"Stern,Charles R",3
GEOL,5711,2,Igneous/Metamor Fld Geol,SEM,2:00 PM,M,OFF SITE,"Stern,Charles R",3
GEOL,5711,2,Igneous/Metamor Fld Geol,SEM,12:00 PM,F,OFF SITE,"Stern,Charles R",3
GEOL,5711,2,Igneous/Metamor Fld Geol,SEM,1:00 PM,M,BESC 455,"Stern,Charles R",3
GEOL,5714,2,Field Geophysics,SEM,12:30 PM,TTH,BESC 355,"Jones,Craig H",4
GEOL,5714,2,Field Geophysics,SEM,12:30 PM,TTH,BESC 355,"Jones,Craig H",4
GEOL,5800,3,Planet Surfaces/Interior,LEC,12:30 PM,TTH,BESC 265,"Hynek,Brian Michael",12
GEOL,5800,3,Planet Surfaces/Interior,LEC,12:30 PM,TTH,BESC 265,"Hynek,Brian Michael",12
GEOL,5830,3,Topics in Planetary Sci,LEC,9:30 AM,TTH,BESC 265,"Mc Collom,Thomas Ma",8
GEOL,5830,3,Topics in Planetary Sci,LEC,9:30 AM,TTH,BESC 265,"Mc Collom,Thomas Ma",8
GEOL,5835,1,Seminar in Planetary Science,SEM,4:00 PM,T,DUAN E126,"Esposito,Larry Wayne",5
GEOL,5835,1,Seminar in Planetary Science,SEM,4:00 PM,T,DUAN E126,"Esposito,Larry Wayne",5
GEOL,6330,4,Appl Seq Strat/Basin Ana,LEC,1:00 PM,M,BESC 355,"Weimer,Paul",20
GEOL,6330,4,Appl Seq Strat/Basin Ana,LAB,1:00 PM,F,BESC 355,"Weimer,Paul",20
GEOL,6330,4,Appl Seq Strat/Basin Ana,LEC,1:00 PM,M,BESC 355,"Weimer,Paul",20
GEOL,6330,4,Appl Seq Strat/Basin Ana,LAB,1:00 PM,F,BESC 355,"Weimer,Paul",20
GEOL,6670,2,Geophys Inverse Theory,LEC,11:00 AM - 11:50 AM,MWF BESC 1B75,,"Sheehan,Anne F",15
GEOL,6670,2,Geophys Inverse Theory,LEC,11:00 AM - 11:50 AM,MWF BESC 1B75,,"Sheehan,Anne F",15
GRMN,1010,4,Beginning German 1,LEC,12:00 PM,MTTF,EKLC E1B50,"Doveri,Giovanni Angelo",20
GRMN,1010,4,Beginning German 1,LEC,1:00 PM,MTTF,EKLC E1B50,"Dibb,Kevin Robert",20
GRMN,1010,4,Beginning German 1,LEC,2:00 PM,MTTF,EKLC E1B50,"Nester,Adi",20
GRMN,1020,4,Beginning German 2,LEC,10:00 AM,MTTF,EDUC 136,"Stovall,Annalise",20
GRMN,1020,4,Beginning German 2,LEC,11:00 AM,MTTF,CLRE 209,"Rosenau,Maggie Marie",20
GRMN,1020,4,Beginning German 2,LEC,9:00 AM,MTTF,CLRE 212,"Stovall,Annalise",20
GRMN,1030,5,Intensive Beg German,SEM,6:30 PM,TTH,MKNA 112,"Etherton,Ross William",20
GRMN,2010,4,Intermediate German 1,LEC,10:00 AM,MTTF,MUEN E123,"Winkler,Bernhard",20
GRMN,2010,4,Intermediate German 1,LEC,11:00 AM,MTTF,CLRE 302,"Krengel,Fabian",20
GRMN,2010,4,Intermediate German 1,LEC,1:00 PM,MTTF,EDUC 138,"Sertic,Petra",20
GRMN,2020,4,Intermediate German 2,LEC,12:00 PM,MTTF,HLMS 247,"Jany,Ursula Berit",25
GRMN,2301,3,Inside Nazi Germany,LEC,11:00 AM,MW,HUMN 150,"Greaney,Patrick",150
GRMN,2502,3,Representing the Holocaust,LEC,11:00 AM,MW,HUMN 250,"Stimilli,Davide",45
GRMN,3020,3,Advanced German 2,LEC,12:00 PM,MWF,EDUC 134,"Hintz,Saskia Barbara",25
GRMN,3120,3,Enlight - Expressionism,LEC,12:30 PM,TTH,ECON 16,"Stone,Lauren",20
GRMN,4010,3,Adv Grammar & Stylistics,LEC,2:00 PM,MWF,MKNA 112,"Hintz,Saskia Barbara",20
GRMN,4450,3,Methods/Teaching German,LEC,3:30 PM,T,MKNA 112,"Jany,Ursula Berit",2
GRMN,4460,6,High School German Teaching,LEC,,TBA,SEE DEPT,,5
GRMN,4504,3,Goethe's Faust,LEC,9:30 AM - 10:45 AM,TTH,HLMS 229,"Maier-Heym,Edward K",24
GRMN,5020,3,App Ling/For Lang Tch Methdlgy,LEC,3:30 PM,T,MKNA 112,"Jany,Ursula Berit",18
GRMN,5030,3,Foundations Crit Theory,SEM,3:30 PM,TH,HALE 240,"Stone,Lauren",16
GRMN,5510,3,Sem: Open Tpcs/Germany Civ,SEM,3:30 PM,M,MKNA 112,"Greaney,Patrick",5
GRMN,7010,3-Jan,Writing Colloquium,SEM,3:00 PM,F,SEE DEPT,"Greaney,Patrick",5
GRMN 1010,,4,Beginning German 1,LEC,9:00 AM - 9:50 AM,MTTF ECON 16,,"Hohe,Marcus Andrew",20
GRMN 1010,,4,Beginning German 1,LEC,10:00 AM - 10:50 AM,MTTF MKNA 112,,"Escalona,Catalina Paz",20
GRMN 1010,,4,Beginning German 1,LEC,11:00 AM - 11:50 AM,MTTF CHEM 145,,"Frazier-Rath,Emily Jea",20
GRMN 1010,,4,Beginning German 1,LEC,9:00 AM - 9:50 AM,MTTF ECON 16,,"Hohe,Marcus Andrew",20
GRMN 1010,,4,Beginning German 1,LEC,10:00 AM - 10:50 AM,MTTF MKNA 112,,"Escalona,Catalina Paz",20
GRMN 1010,,4,Beginning German 1,LEC,11:00 AM - 11:50 AM,MTTF CHEM 145,,"Frazier-Rath,Emily Jea",20
GRMN 3010,,3,Advanced German 1,LEC,11:00 AM,MWF,EDUC 134,"Hintz,Saskia Barbara",25
GRMN 4550,,3,Sem-Intell/Acad Grmn Cul,SEM,4:00 PM - 6:30 PM,M,SEE DEPT,"Muller-Sievers,Helmut",13
GSLL,5451,3,Chekhov,LEC,12:30 PM - 1:45 PM,TTH,MKNA 204,"Roberts,Thomas Lee",3
GSLL,5481,3,Russian Rebels Past/Present,LEC,3:30 PM - 4:45 PM,TTH,GUGG 206,"Roberts,Thomas Lee",3
HEBR,1010,4,Beginning Hebrew 1,LEC,10:00 AM - 10:50 AM,M-TH MCOL E186,,"Rivlin,Eyal O",20
HEBR,1010,4,Beginning Hebrew 1,LEC,2:00 PM - 2:50 PM,M-TH CLRE 211,,"Rivlin,Eyal O",50
HEBR,1030,3,Biblical Hebrew 1,SEM,12:30 PM - 1:45 PM,TTH,CLUB 6,"Goodman,Zilla Jane",10
HEBR,2040,3,Interm Biblical Hebrew 2,SEM,,,,"Goodman,Zilla Jane",4
HEBR,2110,4,Intermediate Hebrew 1,LEC,11:00 AM - 11:50 AM,M-TH MCOL E186,,"Rivlin,Eyal O",50
HEBR,3010,3,"Third Year Hebrew, 1",LEC,12:30 PM - 1:45 PM,TTH,"DUAN G1B25 Rivlin,Eyal O",,23
HEBR,4101,3,Topics in Hebrew Studies,LEC,3:00 PM - 5:30 PM,W,CLUB 6,"Goodman,Zilla Jane",10
HIND,1010,5,Beginning Hindi 1,LEC,10:00 AM - 10:50 AM,M-F,ECON 16,"Knapczyk,Kusum",20
HIND,1011,3,Intro South Asian Civilization,LEC,8:00 AM - 9:15 AM,TTH,CLRE 207,"Knapczyk,Peter A",60
HIND,2110,5,Intermediate Hindi 1,LEC,11:00 AM - 11:50 AM,M-F,ECON 16,"Knapczyk,Kusum",20
HIND,3441,3,Screening India: Bollywood,LEC,9:30 AM - 10:45 AM,TTH,CLRE 211,"Knapczyk,Peter A",30
HIND,3811,3,Subversive Indo-Pak Lit,LEC,12:30 PM - 1:45 PM,TTH,CLRE 209,"Knapczyk,Peter A",30
HIST,1011,3,European History to 1600,LEC,10:00 AM,MWF,HALE 230,"Dauverd,Celine",88
HIST,1011,3,European History to 1600,LEC,9:00 AM,MWF,HUMN 1B90,"Paradis,David Henry",45
HIST,1011,3,European History to 1600,LEC,9:00 AM,MWF,HLMS 229,"Romero,Lauren Kaye",30
HIST,1011,3,European History to 1600,LEC,1:00 PM,MWF,HALE 240,"Lagemann,Abby Elyse",30
HIST,1011,3,European History to 1600,LEC,11:00 AM,MW,MCOL W100,"Lester,Anne E",120
HIST,1011,3,European History to 1600,LEC,11:00 AM,MW,MCOL W100,"Lester,Anne E",15
HIST,1011,3,European History to 1600,REC,11:00 AM,F,LIBR M300D,"Lester,Anne E",15
HIST,1011,3,European History to 1600,LEC,10:00 AM,MWF,HALE 230,"Dauverd,Celine",88
HIST,1011,3,European History to 1600,LEC,9:00 AM,MWF,HUMN 1B90,"Paradis,David Henry",45
HIST,1011,3,European History to 1600,LEC,9:00 AM,MWF,HLMS 229,"Romero,Lauren Kaye",30
HIST,1011,3,European History to 1600,LEC,1:00 PM,MWF,HALE 240,"Lagemann,Abby Elyse",30
HIST,1011,3,European History to 1600,LEC,11:00 AM,MW,MCOL W100,"Lester,Anne E",120
HIST,1011,3,European History to 1600,LEC,11:00 AM,MW,MCOL W100,"Lester,Anne E",15
HIST,1011,3,European History to 1600,REC,11:00 AM,F,LIBR M300D,"Lester,Anne E",15
HIST,1012,3,European History Since 1600,LEC,11:00 AM - 11:50 AM,MWF CHEM 142,,"Gross,David L",150
HIST,1012,3,European History Since 1600,LEC,2:00 PM,MWF,GUGG 206,"Hanna,Martha",33
HIST,1012,3,European History Since 1600,LEC,2:00 PM,MWF,HUMN 1B90,"Gross,David L",33
HIST,1012,3,European History Since 1600,LEC,11:00 AM - 11:50 AM,MWF CHEM 142,,"Gross,David L",150
HIST,1012,3,European History Since 1600,LEC,2:00 PM,MWF,GUGG 206,"Hanna,Martha",33
HIST,1012,3,European History Since 1600,LEC,2:00 PM,MWF,HUMN 1B90,"Gross,David L",33
HIST,1015,3,American History to 1865,LEC,9:30 AM,TTH,HLMS 199,"Hulden,Vilja Paivikki",88
HIST,1015,3,American History to 1865,LEC,1:00 PM,MW,GOLD A2B70,"Anderson,Fred",180
HIST,1015,3,American History to 1865,LEC,1:00 PM,MW,GOLD A2B70,"Anderson,Fred",15
HIST,1015,3,American History to 1865,REC,1:00 PM,F,LIBR M300D,"Anderson,Fred",15
HIST,1015,3,American History to 1865,LEC,9:30 AM,TTH,HLMS 199,"Hulden,Vilja Paivikki",88
HIST,1015,3,American History to 1865,LEC,1:00 PM,MW,GOLD A2B70,"Anderson,Fred",180
HIST,1015,3,American History to 1865,LEC,1:00 PM,MW,GOLD A2B70,"Anderson,Fred",15
HIST,1015,3,American History to 1865,REC,1:00 PM,F,LIBR M300D,"Anderson,Fred",15
HIST,1018,3,Early Latin Am Hist to 1810,LEC,1:00 PM,MWF,HLMS 201,"Ferry,Robert James",90
HIST,1018,3,Early Latin Am Hist to 1810,LEC,1:00 PM,MWF,HLMS 201,"Ferry,Robert James",90
HIST,1025,3,American History since 1865,LEC,3:00 PM,MWF,EDUC 220,"Du Bois,Daniel Michael",90
HIST,1025,3,American History since 1865,LEC,11:00 AM,MWF,HUMN 190,"Byerly,Carol Ries",33
HIST,1025,3,American History since 1865,LEC,10:00 AM,MWF,HLMS 255,"Porterfield,Sara A",30
HIST,1025,3,American History since 1865,LEC,1:00 PM,MWF,HALE 260,"Pittenger,Mark A",33
HIST,1025,3,American History since 1865,LEC,3:00 PM,MWF,EDUC 220,"Du Bois,Daniel Michael",90
HIST,1025,3,American History since 1865,LEC,11:00 AM,MWF,HUMN 190,"Byerly,Carol Ries",33
HIST,1025,3,American History since 1865,LEC,10:00 AM,MWF,HLMS 255,"Porterfield,Sara A",30
HIST,1025,3,American History since 1865,LEC,1:00 PM,MWF,HALE 260,"Pittenger,Mark A",33
HIST,1051,3,World of Ancient Greeks,LEC,3:00 PM,MWF,HUMN 250,"Sumler,Alan Grau",48
HIST,1051,3,World of Ancient Greeks,LEC,3:00 PM,MWF,HUMN 250,"Sumler,Alan Grau",48
HIST,1618,3,Intro Chinese History to 1644,LEC,12:00 PM,MWF,HLMS 201,"Kim,Kwangmin",90
HIST,1618,3,Intro Chinese History to 1644,LEC,12:00 PM,MWF,HLMS 201,"Kim,Kwangmin",90
HIST,1626,3,Cent/East Euro Hist since 1770,LEC,12:00 PM,MWF,HLMS 211,"Hatch,John B",56
HIST,1626,3,Cent/East Euro Hist since 1770,LEC,12:00 PM,MWF,HLMS 211,"Hatch,John B",56
HIST,1708,3,Intro Japanese History,LEC,3:30 PM,TTH,EDUC 220,"Kingsberg,Miriam L.",90
HIST,1708,3,Intro Japanese History,LEC,3:30 PM,TTH,EDUC 220,"Kingsberg,Miriam L.",90
