DEPT,COURSE,CREDITS,COURSE TITLE,COMPONENT,TIME-START,DAYS,ROOM,INSTRUCTOR,MAX-ENRLNT
APPM,7400,3,Open Tpcs: Applied Mathematics,LEC,3:00 PM,MW,SEE DEPT,"Corcoran,Jem",15
APPM,7400,3,Open Tpcs: Applied Mathematics,LEC,2:00 PM,MW,SEE DEPT,"Manteuffel,Thomas A",20
APPM,7400,1,Open Tpcs: Applied Mathematics,LEC,4:00 PM,M,ECCR 116,"Bhat,Yermal Sujeet",25
APPM,7400,1,Open Tpcs: Applied Mathematics,LEC,4:00 PM,TH,SEE DEPT,"Bortz,David Matthew",15
APPM,7400,3,Open Tpcs: Applied Mathematics,LEC,3:00 PM,MW,SEE DEPT,"Corcoran,Jem",15
APPM,7400,3,Open Tpcs: Applied Mathematics,LEC,2:00 PM,MW,SEE DEPT,"Manteuffel,Thomas A",20
APPM,7400,1,Open Tpcs: Applied Mathematics,LEC,4:00 PM,M,ECCR 116,"Bhat,Yermal Sujeet",25
APPM,7400,1,Open Tpcs: Applied Mathematics,LEC,4:00 PM,TH,SEE DEPT,"Bortz,David Matthew",15
APPM,8000,1,Colloquium/Applied Mathematics,SEM,3:00 PM,F,ECCR 245,,15
APPM,8000,1,Colloquium/Applied Mathematics,SEM,3:00 PM,F,ECCR 245,,15
APPM,8100,1,Sem-Dynamical Systems,SEM,2:00 PM,TH,SEE DEPT,"Restrepo,Juan G",10
APPM,8100,1,Sem-Dynamical Systems,SEM,2:00 PM,TH,SEE DEPT,"Restrepo,Juan G",10
APPM,8300,3-Jan,PDE & Analysis Seminar,SEM,4:30 PM,T,ECOT 226,"Ablowitz,Mark J",10
APPM,8300,3-Jan,PDE & Analysis Seminar,SEM,4:30 PM,T,ECOT 226,"Ablowitz,Mark J",10
APPM,8600,1,Sem: Computational Mathematics,SEM,10:30 AM,T,SEE DEPT,"Manteuffel,Thomas A",10
APPM,8600,1,Sem: Computational Mathematics,SEM,10:30 AM,T,SEE DEPT,"Manteuffel,Thomas A",10
APPM 1235,,4,Pre-Calculus for Engineers,LEC,8:00 AM - 8:50 AM,MWF FLMG 102,,"Lindsey,Daniel Seneca",35
APPM 1235,,4,Pre-Calculus for Engineers,LEC,8:00 AM - 8:50 AM,MWF FLMG 102,,"Lindsey,Daniel Seneca",35
APPM 1340,,3,Calculus 1A with Algebra,LEC,12:00 PM,MWF,ECCS 1B14,"Cox,Murray William",30
APPM 1340,,3,Calculus 1A with Algebra,LEC,12:00 PM,MWF,ECCS 1B14,"Cox,Murray William",30
APPM 1350,,4,Calculus 1 for Engineers,LEC,10:00 AM - 10:50 AM,MWF ECCR 245,,"Chang,Silva",106
APPM 1350,,4,Calculus 1 for Engineers,LEC,10:00 AM - 10:50 AM,MWF ECCR 245,,"Chang,Silva",106
APPM 1360,,4,Calculus 2 for Engineers,LEC,9:00 AM - 9:50 AM,MWF LRVN N101,,"Grooms,Ian Gregory",28
APPM 2450,,1,Calculus 3 Computer Lab,LEC,3:00 PM - 3:50 PM,T,ECCR143,"Wills,Peter",25
APPM 4380,,3,Modeling in Applied Mathematic,LEC,11:00 AM - 11:50 AM,MWF ECCR 131,,"Fornberg,Bengt",18
APPM 4650,,3,Intermed Numer Analys 1,LEC,9:00 AM - 9:50 AM,MWF FLMG 156,,"Norris II,Jan Adam",50
APPM 5560,,3,Markov Processes,LEC,1:00 PM - 1:50 PM,MWF FLMG 157,,"Lladser,Manuel Bosco",27
APPM 7400,,3,Open Tpcs: Applied Mathematics,LEC,4:30 PM - 5:45 PM,MW,ECCR 108,"Beylkin,Gregory",15
APRD,1001,3,Creative Concepts,LEC,6:00 PM,M,HALE 260,"Richardson,Allen C",20
APRD,1001,3,Creative Concepts,LEC,6:00 PM,W,HALE 260,"Levi,Ariel Mark",20
APRD,1001,3,Creative Concepts,LEC,6:00 PM,T,HALE 240,"Ferracane,Louis Josep",30
APRD,1001,3,Creative Concepts,LEC,9:30 AM,TTH,ARMR 218,"Ferracane,Louis Josep",30
APRD,1001,3,Creative Concepts,LEC,6:00 PM,M,HALE 260,"Richardson,Allen C",20
APRD,1001,3,Creative Concepts,LEC,6:00 PM,W,HALE 260,"Levi,Ariel Mark",20
APRD,1001,3,Creative Concepts,LEC,6:00 PM,T,HALE 240,"Ferracane,Louis Josep",30
APRD,1001,3,Creative Concepts,LEC,9:30 AM,TTH,ARMR 218,"Ferracane,Louis Josep",30
APRD,1002,3,Introd to Branding Strategy,LEC,11:00 AM,TTH,VAC 1B88,"Logan,Kelty Irene",25
APRD,1002,3,Introd to Branding Strategy,LEC,2:00 PM,TTH,MCOL E155,"Schauster,Erin E",25
APRD,1002,3,Introd to Branding Strategy,LEC,9:30 AM,TTH,VAC 1B88,"Cheval,Melinda J",25
APRD,1002,3,Introd to Branding Strategy,LEC,6:00 PM,TH,ECON 205,"Ford,Kristina Joann",35
APRD,1002,3,Introd to Branding Strategy,LEC,11:00 AM,TTH,VAC 1B88,"Logan,Kelty Irene",25
APRD,1002,3,Introd to Branding Strategy,LEC,2:00 PM,TTH,MCOL E155,"Schauster,Erin E",25
APRD,1002,3,Introd to Branding Strategy,LEC,9:30 AM,TTH,VAC 1B88,"Cheval,Melinda J",25
APRD,1002,3,Introd to Branding Strategy,LEC,6:00 PM,TH,ECON 205,"Ford,Kristina Joann",35
APRD,2002,3,Principles of Public Relations,LEC,5:00 PM,M,HLMS 211,"Kinner,Kelly Sue",50
APRD,2002,3,Principles of Public Relations,LEC,5:00 PM,M,HLMS 211,"Kinner,Kelly Sue",50
APRD,3000,3,Intermediate Creative Concepts,LEC,6:00 PM - 8:30 PM,T,ENVD 122,"Weed,Michael Preston",20
APRD,3000,3,Intermediate Creative Concepts,LEC,6:00 PM - 8:30 PM,T,ENVD 122,"Weed,Michael Preston",20
APRD,3001,3,Intermediate Design Concepts,LEC,6:00 PM,TH,HLMS 185,"Olson,Lawrence Edwar",20
APRD,3001,3,Intermediate Design Concepts,LEC,6:00 PM,TH,HLMS 185,"Kubis,Matthew Robert",20
APRD,3001,3,Intermediate Design Concepts,LEC,6:00 PM,TH,HLMS 185,"Olson,Lawrence Edwar",20
APRD,3001,3,Intermediate Design Concepts,LEC,6:00 PM,TH,HLMS 185,"Kubis,Matthew Robert",20
APRD,3002,3,Communication Platforms,LEC,12:30 PM,TTH,CLUB 13,"Cheval,Melinda J",30
APRD,3002,3,Communication Platforms,LEC,12:30 PM,TTH,CLUB 13,"Cheval,Melinda J",30
APRD,3003,3,Rsch Mthds Creative Strgists,LEC,9:30 AM,TTH,CLUB 13,"Logan,Kelty Irene",30
APRD,3003,3,Rsch Mthds Creative Strgists,LEC,9:30 AM,TTH,CLUB 13,"Logan,Kelty Irene",30
APRD,3004,3,Account Management,LEC,6:00 PM,W,HLMS 211,"Herman,Rebecca Broo",30
APRD,3004,3,Account Management,LEC,6:00 PM,W,HLMS 211,"Oakes,David Raymond",30
APRD,3004,3,Account Management,LEC,6:00 PM,W,HLMS 211,"Herman,Rebecca Broo",30
APRD,3004,3,Account Management,LEC,6:00 PM,W,HLMS 211,"Oakes,David Raymond",30
APRD,3102,3,Writing for Digital Media,LEC,12:30 PM,TTH,ARMR 206A,"Slayden,David Lee",20
APRD,3102,3,Writing for Digital Media,LEC,12:30 PM,TTH,ARMR 206A,"Slayden,David Lee",20
APRD,4403,4,Advertising Campaigns,LEC,10:00 AM,MW,ARMR 206A,"Goode-Allen,Richard S",20
APRD,4403,4,Advertising Campaigns,LEC,3:30 PM,TTH,ARMR 218,"Weed,Michael Preston",20
APRD,4403,4,Advertising Campaigns,LEC,3:30 PM,TTH,CEDU 140,"Stoner,Michael Hart",20
APRD,4403,4,Advertising Campaigns,LEC,10:00 AM,MW,ARMR 206A,"Goode-Allen,Richard S",20
APRD,4403,4,Advertising Campaigns,LEC,3:30 PM,TTH,ARMR 218,"Weed,Michael Preston",20
APRD,4403,4,Advertising Campaigns,LEC,3:30 PM,TTH,CEDU 140,"Stoner,Michael Hart",20
APRD,4503,3,Portfolio 1,LEC,6:00 PM,T,HUMN 1B70,"Brynestad,Barrett Lee",20
APRD,4503,3,Portfolio 1,LEC,6:00 PM,T,HUMN 1B70,"Brynestad,Barrett Lee",20
APRD,4543,3,Strategic Brand Management,LEC,11:00 AM,TTH,CEDU 140,"Weintraub,William H",10
APRD,4543,3,Strategic Brand Management,LEC,11:00 AM,TTH,CEDU 140,"Weintraub,William H",10
APRD,4873,3,Special Topics,LEC,9:00 AM,W,ARMR 218,"Slayden,David Lee",30
APRD,4873,3,Special Topics,LEC,12:30 PM - 1:45 PM,TTH,ARMR 1B01,"Willis,Erin N",20
APRD,4873,3,Special Topics,LEC,9:00 AM,W,ARMR 218,"Slayden,David Lee",30
APRD,4873,3,Special Topics,LEC,12:30 PM - 1:45 PM,TTH,ARMR 1B01,"Willis,Erin N",20
ARAB,1010,5,Beginning Arabic 1,LEC,10:00 AM,M-F,HUMN 186,"Attwa,Mona Farrag",22
ARAB,1010,5,Beginning Arabic 1,LEC,11:00 AM,M-F,DUAN G1B25,"Attwa,Mona Farrag",22
ARAB,1010,5,Beginning Arabic 1,LEC,12:00 PM,M-F,HLMS 185,"Attwa,Mona Farrag",22
ARAB,1010,5,Beginning Arabic 1,LEC,10:00 AM,M-F,HUMN 186,"Attwa,Mona Farrag",22
ARAB,1010,5,Beginning Arabic 1,LEC,11:00 AM,M-F,DUAN G1B25,"Attwa,Mona Farrag",22
ARAB,1010,5,Beginning Arabic 1,LEC,12:00 PM,M-F,HLMS 185,"Attwa,Mona Farrag",22
ARAB,1011,3,Intro Arab/Islam Civilizations,LEC,11:00 AM,TTH,HUMN 135,"Adil,Sabahat Fatima",60
ARAB,1011,3,Intro Arab/Islam Civilizations,LEC,11:00 AM,TTH,HUMN 135,"Adil,Sabahat Fatima",60
ARAB,2110,5,Intermediate Arabic 1,LEC,12:00 PM,M-F,HUMN 245,"Muhammed,Randa",20
ARAB,2110,5,Intermediate Arabic 1,LEC,1:00 PM,M-F,HUMN 186,"Muhammed,Randa",22
ARAB,2110,5,Intermediate Arabic 1,LEC,12:00 PM,M-F,HUMN 245,"Muhammed,Randa",20
ARAB,2110,5,Intermediate Arabic 1,LEC,1:00 PM,M-F,HUMN 186,"Muhammed,Randa",22
ARAB,3110,3,Advanced Arabic 1,LEC,2:00 PM,MWF,HUMN 180,"Muhammed,Randa",22
ARAB,3110,3,Advanced Arabic 1,LEC,2:00 PM,MWF,HUMN 180,"Muhammed,Randa",22
ARAB,3230,3,Islamic Culture & Iberia,LEC,8:00 AM,TTH,MCOL E158,"Adil,Sabahat Fatima",30
ARAB,3230,3,Islamic Culture & Iberia,LEC,8:00 AM,TTH,MCOL E158,"Adil,Sabahat Fatima",30
ARAB,3330,3,The Arabic Novel,LEC,11:00 AM,TTH,EDUC 134,"Bahoora,Haytham",14
ARAB,3330,3,The Arabic Novel,LEC,11:00 AM,TTH,EDUC 134,"Bahoora,Haytham",14
ARAB,3340,3,Representing Islam,LEC,2:00 PM - 3:15 PM,TTH,EKLC M203,"Bahoora,Haytham",23
ARAB,3340,3,Representing Islam,LEC,2:00 PM - 3:15 PM,TTH,EKLC M203,"Bahoora,Haytham",23
ARCH 4010,,5,Architectural Apprec & Design,LEC,3:00 PM - 5:30 PM,MW,ENVD 302,"Roudbari,Shawhin",17
ARCH 4010,,5,Architectural Apprec & Design,LEC,3:00 PM - 5:30 PM,MW,ENVD 302,"Bellucci,Justin Thomas",17
ARCH 4010,,5,Architectural Apprec & Design,LEC,3:00 PM - 5:30 PM,MW,ENVD 302,,0
AREN,1027,3,Engineering Drawing,LEC,8:00 AM,TTH,ECCR 200,"Gore,Alexander Keith",68
AREN,1027,3,Engineering Drawing,LEC,8:00 AM,TTH,ECCR 200,"Cayko,Lance Michael",68
AREN,1027,3,Engineering Drawing,LAB,9:15 AM,TTH,ECCE 141,"Gore,Alexander Keith",38
AREN,1027,3,Engineering Drawing,LAB,9:15 AM,TTH,ECCE 141,"Cayko,Lance Michael",38
AREN,1027,3,Engineering Drawing,LAB,10:50 AM,TTH,ECCE 141,"Gore,Alexander Keith",30
AREN,1027,3,Engineering Drawing,LEC,8:00 AM,TTH,ECCR 200,"Gore,Alexander Keith",68
AREN,1027,3,Engineering Drawing,LEC,8:00 AM,TTH,ECCR 200,"Cayko,Lance Michael",68
AREN,1027,3,Engineering Drawing,LAB,9:15 AM,TTH,ECCE 141,"Gore,Alexander Keith",38
AREN,1027,3,Engineering Drawing,LAB,9:15 AM,TTH,ECCE 141,"Cayko,Lance Michael",38
AREN,1027,3,Engineering Drawing,LAB,10:50 AM,TTH,ECCE 141,"Gore,Alexander Keith",30
AREN,1316,2,Intro to Architectural Eng,LEC,12:30 PM,TTH,ECCR 1B40,"Bielefeldt,Angela R",106
AREN,1316,2,Intro to Architectural Eng,LEC,12:30 PM,TTH,ECCR 1B40,"Bielefeldt,Angela R",106
AREN,2050,3,Building Materials and Systems,LEC,11:00 AM,TTH,ECCR 150,"Wujek Jr,Joseph B",58
AREN,2050,3,Building Materials and Systems,LEC,11:00 AM,TTH,ECCR 150,"Wujek Jr,Joseph B",58
AREN,2110,3,Thermodynamics,LEC,2:00 PM,MWF,ECCR 245,"Hernandez,Mark T",106
AREN,2110,3,Thermodynamics,LEC,2:00 PM,MWF,ECCR 245,"Hernandez,Mark T",106
AREN,3010,3,Mech Systems for Bldg,LEC,12:30 PM - 1:45 PM,TTH,ECCR 105,"Zhai,Zhiqiang",51
AREN,3010,3,Mech Systems for Bldg,LEC,12:30 PM - 1:45 PM,TTH,ECCR 105,"Zhai,Zhiqiang",51
AREN,3050,3,Environment Sys for Bldg,LEC,8:00 AM,TTH,FLMG 156,"Wujek Jr,Joseph B",75
AREN,3050,3,Environment Sys for Bldg,LEC,8:00 AM,TTH,FLMG 156,"Wujek Jr,Joseph B",75
AREN,3540,3,Illumination 1,LEC,10:00 AM,MWF,ECCR 155,"Beamer IV,Charles Wal",48
AREN,3540,3,Illumination 1,LEC,10:00 AM,MWF,ECCR 155,"Beamer IV,Charles Wal",48
AREN,4035,3,Architectural Structures 1,LEC,5:15 PM,TTH,FLMG 104,"Keely,Jeffrey Andrew",75
AREN,4035,3,Architectural Structures 1,LEC,5:15 PM,TTH,FLMG 104,"Keely,Jeffrey Andrew",75
AREN,4130,3,Optical Design for Illum,LEC,11:00 AM - 12:15 PM,TTH,SEE DEPT,"Jongewaard,Mark Paul",15
AREN,4130,3,Optical Design for Illum,LEC,11:00 AM - 12:15 PM,TTH,SEE DEPT,"Jongewaard,Mark Paul",15
AREN,4506,3,Project Management 1,LEC,11:00 AM,TTH,FLMG 157,"Javernick-Will,Amy Nic",64
AREN,4530,3,Advanced Lighting Design,LEC,10:00 AM,MWF,ECCE 1B47,"Vasconez,Sandra L.",25
AREN,4530,3,Advanced Lighting Design,LEC,11:00 AM,F,ECCE 1B47,"Vasconez,Sandra L.",25
AREN,4570,3,Electrical Systems,LEC,12:30 PM,TTH,ECCR 118,"Krarti,Moncef",27
AREN,4830,3,Special Topics,LEC,11:00 AM,TTH,ECCE 1B41,"Henze,Gregor P",30
AREN,4830,3,Special Topics,LEC,2:00 PM,TTH,ENVD 122,"Vasconez,Sandra L.",25
AREN,4830,3,Special Topics,LEC,3:30 PM,TTH,ECCE 1B41,"Srubar III,Wilfred V.",27
AREN,5130,3,Optical Design for Illum,LEC,11:00 AM - 12:15 PM,TTH,SEE DEPT,"Jongewaard,Mark Paul",15
ARSC,1080,4,College Writing and Research,LEC,10:00 AM,F,FLMG 150,"Oshetski,Shane Christo",18
ARSC,1080,4,College Writing and Research,LEC,10:00 AM,MW,LRVN S163,"Oshetski,Shane Christo",18
ARSC,1080,4,College Writing and Research,LEC,1:00 PM,MW,FLMG 241,"Oshetski,Shane Christo",18
ARSC,1080,4,College Writing and Research,LEC,1:00 PM,F,FLMG 170,"Oshetski,Shane Christo",18
ARSC,1080,4,College Writing and Research,LEC,2:00 PM,TTH,FLMG 150,"Buchanan,Angela S",18
ARSC,1080,4,College Writing and Research,LEC,2:00 PM,W,FLMG 150,"Buchanan,Angela S",18
ARSC,1080,4,College Writing and Research,LEC,9:30 AM,TTH,FLMG 244,"Buchanan,Angela S",18
ARSC,1080,4,College Writing and Research,LEC,10:00 AM - 10:50 AM,W,FLMG 150,"Buchanan,Angela S",18
ARSC,1080,4,College Writing and Research,LEC,11:00 AM,TTH,FLMG 244,"West,Daniel Raymond",18
ARSC,1400,1,MASP Cosem: Chemistry 1 & 2,SEM,3:00 PM,MW,FLMG 244,"Myatt,Joshua Thomas",18
ARSC,1400,1,MASP Cosem: Chemistry 1 & 2,SEM,4:30 PM,MW,FLMG 244,"Myatt,Joshua Thomas",18
ARSC,1400,1,MASP Cosem: Chemistry 1 & 2,SEM,12:00 PM,MWF,SEE DEPT,"Myatt,Joshua Thomas",12
ARSC,1420,1,MASP Coseminar: EEB,SEM,4:30 PM,TTH,FLMG 241,"Kelly,Caitlin",20
ARSC,1420,1,MASP Coseminar: EEB,SEM,5:45 PM - 7:00 PM,TTH,FLMG 244,,0
ARSC,1420,1,MASP Coseminar: EEB,SEM,,TBA,,"Sanchez,Leticia Gonza",15
ARSC,1432,1,MASP Coseminar: Economics,SEM,4:00 PM,TTH,FLMG 170,"Van Wyhe,Matthew Mu",24
ARSC,1432,1,MASP Coseminar: Economics,SEM,,,,,12
ARSC,1440,1,MASP Coseminar: Mathematics,SEM,3:30 PM,MW,FLMG 170,"Piper,William Everett",18
ARSC,1440,1,MASP Coseminar: Mathematics,SEM,3:15 PM,TTH,FLMG 241,"Machen,Rebecca Ann",15
ARSC,1440,1,MASP Coseminar: Mathematics,SEM,3:15 PM,MW,FLMG 150,,0
ARSC,1440,1,MASP Coseminar: Mathematics,SEM,4:00 PM,TTH,SEE DEPT,"Tubbs,Robert Earl",15
ARSC,1450,2,Intro to STEM Research Method,LEC,2:00 PM,MW,GOLD A1B20,"Swihart,Kristin G",30
ARSC,1450,2,Intro to STEM Research Method,LEC,2:00 PM - 3:50 PM,MW,GOLD A1B20,"Maldonado,Tammy Ad",30
ARSC,1460,1,MASP Coseminar: MCDB,SEM,,,,,15
ARSC,1480,1,MASP Social Science Seminar,SEM,4:00 PM - 5:00 PM,MW,SEE DEPT,"Fullington,Randall Alla",13
ARSC,1490,1,MASP Humanities Seminar,SEM,3:30 PM - 5:30 PM,T,SEE DEPT,"Simpson,Michele D",12
ARSC,1490,1,MASP Humanities Seminar,SEM,4:00 PM - 6:00 PM,TH,SEE DEPT,"Fischer,Katherine Virgi",20
ARSC,1492,3-Jan,MASP Research Seminar,SEM,11:00 AM - 1:00 PM,T,SEE DEPT,"Russell,Glenda Marie",12
ARSC,1492,3-Jan,MASP Research Seminar,SEM,4:00 PM - 5:15 PM,MW,MUEN E130,"Ramirez,Karen E.",28
ARSC,1710,1,SASC Coseminar: Mathematics,SEM,2:00 PM - 3:15 PM,TTH,FLMG 241,"Moon,Maung Yi",20
ARSC,1720,1,SASC Calculus Work Group,SEM,2:30 PM - 3:45 PM,TTH,FLMG 265,"Davison,Trubee Hodg",20
ARSC,1720,1,SASC Calculus Work Group,SEM,1:00 PM - 2:15 PM,MW,SEE DEPT,,0
ARSC,2000,3,Construct of Knowledge,SEM,12:30 PM - 1:45 PM,TTH,FLMG 150,"Altman,Catherine Eve",18
ARSC,2400,1,MASP Cosem: Organic Chem,SEM,12:00 PM - 12:50 PM,MWF,FLMG 241,"Ciancanelli,Rebecca A",18
ARSC,2470,1,MASP Coseminar: Physics,SEM,4:00 PM - 5:15 PM,MW,FLMG 265,"Hyater-Adams,Simone",18
ARSC,2470,1,MASP Coseminar: Physics,SEM,9:00 AM - 10:30 AM,TTH,SEE DEPT,"Vant Hull,Barry Patrick",15
ARSC,3100,3,Multicultural Topics,WKS,11:00 AM - 12:15 PM,TTH,FLMG 150,"Tredwell,Arthur",18
ARSC,3100,3,Multicultural Topics,WKS,11:00 AM,MW,FLMG 244,"Bates,Lisa A",18
ARSC,4040,3-Jan,A&S Special Topics,LEC,11:40 AM,T,SEE DEPT,"Ellsworth,Michelle",20
ARSC,4040,3-Jan,A&S Special Topics,LEC,11:40 AM,T,SEE DEPT,"Theodore,Michael R",20
ARSC,4750,4-Mar,DC Professional Life,SEM,6:30 PM,T,CU in DC Car,"Ginsberg,Wendy Roby",20
ARSC,4750,4-Mar,DC Professional Life,SEM,6:30 PM - 9:00 PM,T,CU in DC Car,"Gerrity,Jessica C",20
ARSC,4750,4-Mar,DC Professional Life,SEM,6:30 PM - 9:00 PM,T,CU in DC Car,"Gerrity,Jessica C",20
ARSC,5040,3-Jan,A&S Special Topics,LEC,11:40 AM - 2:40 PM,T,SEE DEPT,"Ellsworth,Michelle",20
ARSC,5040,3-Jan,A&S Special Topics,LEC,11:40 AM - 2:40 PM,T,SEE DEPT,"Theodore,Michael R",20
ARSC,5040,3-Jan,A&S Special Topics,LEC,11:40 AM - 2:40 PM,T,SEE DEPT,"Ellsworth,Michelle",20
ARSC,5040,3-Jan,A&S Special Topics,LEC,11:40 AM - 2:40 PM,T,SEE DEPT,"Theodore,Michael R",20
ARTF,5003,3,Film and Fiction,LEC,11:00 AM,TTH,ATLS 102,"Lawson,Angelica Marie",5
ARTF,5003,3,Film and Fiction,LEC,3:00 PM,W,ATLS 102,"Lawson,Angelica Marie",5
ARTF,5003,3,Film and Fiction,LEC,11:00 AM,TTH,ATLS 102,"Lawson,Angelica Marie",5
ARTF,5003,3,Film and Fiction,LEC,3:00 PM,W,ATLS 102,"Lawson,Angelica Marie",5
ARTF,5021,3,Direct/Acting for Camera,LEC,10:00 AM,MW,SEE DEPT,"Marslett,Geoffrey C",2
ARTF,5021,3,Direct/Acting for Camera,LEC,10:00 AM,MW,SEE DEPT,"Marslett,Geoffrey C",2
ARTF,5023,3,Topics Internatl Cinema,LEC,3:00 PM,M,ATLS 102,"Ganguly,Suranjan",3
ARTF,5023,3,Topics Internatl Cinema,LEC,2:00 PM,TTH,MUEN E131,"Ganguly,Suranjan",3
ARTF,5023,3,Topics Internatl Cinema,LEC,3:00 PM,M,ATLS 102,"Ganguly,Suranjan",3
ARTF,5023,3,Topics Internatl Cinema,LEC,2:00 PM,TTH,MUEN E131,"Ganguly,Suranjan",3
ARTF,5024,3,Advnced Research Seminar,SEM,3:30 PM,MW,ATLS 1B29,"Barlow,Melinda B",10
ARTF,5024,3,Advnced Research Seminar,SEM,3:30 PM,MW,ATLS 1B29,"Barlow,Melinda B",10
ARTF,5200,3,Flow Visualization,LEC,11:00 AM,MWF,ITLL 1B50,"Hertzberg,Jean R",4
ARTF,5200,3,Flow Visualization,LEC,11:00 AM,MWF,ITLL 1B50,"Hertzberg,Jean R",4
ARTF,5453,3,Elective Affinities,LEC,10:00 AM,MW,ATLS 102,"Espelie,Erin M",8
ARTF,5453,3,Elective Affinities,LEC,12:00 PM,W,ATLS 102,"Espelie,Erin M",8
ARTF,5453,3,Elective Affinities,LEC,10:00 AM,MW,ATLS 102,"Espelie,Erin M",8
ARTF,5453,3,Elective Affinities,LEC,12:00 PM,W,ATLS 102,"Espelie,Erin M",8
ARTF,5500,3,Cinema Production 2,LEC,1:00 PM,MW,ATLS 342,"Auguiste,Reece Luke",0
ARTF,5500,3,Cinema Production 2,LEC,12:00 PM - 3:50 PM,F,ATLS 1B29,"Solomon,Phillip",3
ARTF,5500,3,Cinema Production 2,LEC,1:00 PM,MW,ATLS 342,"Auguiste,Reece Luke",0
ARTF,5500,3,Cinema Production 2,LEC,12:00 PM - 3:50 PM,F,ATLS 1B29,"Solomon,Phillip",3
ARTH,1300,3,History of World Art 1,LEC,11:00 AM,MW,MATH 100,"Landry,Khristin Nicole",425
ARTH,1300,3,History of World Art 1,LEC,10:00 AM,MWF,LIBY 140,"Nichols,Sarah Ann",19
ARTH,1300,3,History of World Art 1,LEC,11:00 AM,MW,MATH 100,"Landry,Khristin Nicole",425
ARTH,1300,3,History of World Art 1,LEC,10:00 AM,MWF,LIBY 140,"Nichols,Sarah Ann",19
ARTH,1509,4,Trash and Treasure,REC,9:00 AM,F,EDUC 136,"Heberlein,Will Robinso",14
ARTH,1509,4,Trash and Treasure,REC,10:00 AM,F,ATLS 1B25,"West,Kyle William",16
ARTH,1509,4,Trash and Treasure,REC,9:00 AM,F,EDUC 136,"Heberlein,Will Robinso",14
ARTH,1509,4,Trash and Treasure,REC,10:00 AM,F,ATLS 1B25,"West,Kyle William",16
ARTH,2049,3,Intro Roman Art/Arch,LEC,4:30 PM,MW,HLMS 141,"Rupp,Travis Rick",25
ARTH,2049,3,Intro Roman Art/Arch,LEC,4:30 PM,MW,HLMS 141,"Rupp,Travis Rick",25
ARTH,3079,3,Medieval Art Survey,LEC,9:30 AM,TTH,VAC 308,"Bachman,Christine Eliz",30
ARTH,3079,3,Medieval Art Survey,LEC,9:30 AM,TTH,VAC 308,"Bachman,Christine Eliz",30
ARTH,3109,3,Art in Contemporary Society,SEM,3:30 PM,TH,VAC 1B23,"Rivera Jr,George F",20
ARTH,3109,3,Art in Contemporary Society,SEM,3:30 PM,TH,VAC 1B23,"Rivera Jr,George F",20
ARTH,3729,3,Foundations Latin American Art,LEC,12:00 PM,MWF,VAC 308,"Hamman,Amy C",30
ARTH,3729,3,Foundations Latin American Art,LEC,12:00 PM,MWF,VAC 308,"Hamman,Amy C",30
ARTH,3929,3,Spc Tpcs: Art History,LEC,3:30 PM - 4:45 PM,TTH,VAC 308,,30
ARTH,3929,3,Spc Tpcs: Art History,LEC,3:30 PM - 4:45 PM,TTH,VAC 308,,30
ARTH,4029,1,Art History Research Methods,LEC,11:00 AM,T,SEE DEPT,"Watkins,Alexander Cha",6
ARTH,4029,1,Art History Research Methods,LEC,11:00 AM,T,SEE DEPT,"Watkins,Alexander Cha",6
ARTH,4169,3,Topics in Art and Archae,LEC,8:00 AM,TTH,HALE 260,"James,Sarah Anne",10
ARTH,4169,3,Topics in Art and Archae,LEC,8:00 AM,TTH,HALE 260,"James,Sarah Anne",10
ARTH,4559,3,20th-Century Architectur,LEC,5:00 PM,TTH,VAC 308,"Nauman,Robert Allen",30
ARTH,4559,3,20th-Century Architectur,LEC,5:00 PM,TTH,VAC 308,"Nauman,Robert Allen",30
ARTH,4669,3,Romanticism & Realism,LEC,12:30 PM,TTH,VAC 308,"Brown,Marilyn Ruth",30
ARTH,4669,3,Romanticism & Realism,LEC,12:30 PM,TTH,VAC 308,"Brown,Marilyn Ruth",30
ARTH,4919,3,Capstone Sem: Tpcs Art Hist,SEM,9:00 AM,W,VAC 303,"Hamman,Amy C",18
ARTH,4919,3,Capstone Sem: Tpcs Art Hist,SEM,11:00 AM - 1:30 PM,M,VAC 303,"Van Lil,Kira",18
ARTH,4919,3,Capstone Sem: Tpcs Art Hist,SEM,11:00 AM - 1:30 PM,M,VAC 303,"Van Lil,Kira",18
ARTH,4929,3,Special Tpcs-Art History,LEC,11:00 AM,TTH,VAC 308,,30
ARTH,4929,3,Special Tpcs-Art History,LEC,6:30 PM,TTH,VAC 308,"Bogdanov,Alexei",30
ARTH,4929,3,Special Tpcs-Art History,LEC,2:00 PM,TTH,VAC 308,"Alhadeff,Albert",30
ARTH,4929,3,Special Tpcs-Art History,LEC,3:00 PM - 4:50 PM,W,VAC 455,"Nauman,Robert Allen",18
ARTH,5029,1,Art History Research Methods,LEC,11:00 AM,T,SEE DEPT,"Watkins,Alexander Cha",10
ARTH,5169,3,Topics in Art and Archae,LEC,8:00 AM,TTH,HALE 260,"James,Sarah Anne",4
ARTH,5179,3,City of Athens,LEC,3:30 PM,TTH,HUMN 370,"James,Sarah Anne",10
ARTH,5929,3,Special Tpcs-Art History,SEM,9:00 AM,T,MCOL E280,"D'Onofrio,Karen Jane L",3
